TUESDAY,10,1,Ali Akkaya,CMPE,150
MONDAY,1,2,Suzan Uskudarli,CMPE,584
MONDAY,5,2,Alper Sen,CMPE,436
THURSDAY,4,2,Alper Sen,CMPE,581
TUESDAY,5,2,Fatma Basak Aydemir,CMPE,260
