FRIDAY,6,1,Emre Ugur,CMPE,140
FRIDAY,1,1,Taylan Cemgil,CMPE,250
TUESDAY,3,2,Taylan Cemgil,CMPE,250
THURSDAY,8,2,Tuna Tugcu,CMPE,595
TUESDAY,7,2,Lale Akarun,CMPE,344
