FRIDAY,8,2,Arzucan Ozgur,CMPE,220
THURSDAY,3,1,Can Ozturan,CMPE,230
FRIDAY,1,1,Can Ozturan,CMPE,478
THURSDAY,10,1,Ethem Alpaydin,CMPE,343
FRIDAY,4,2,Kursat Bakis,CMPE,180
