TUESDAY,3,2,Sadik Fikret Gurgen,CMPE,210
THURSDAY,6,2,Can Ozturan,CMPE,478
MONDAY,2,2,Arda Yurdakul,CMPE,443
FRIDAY,7,2,Tuna Tugcu,CMPE,322
